contrast_family,contrast_id,difference_definition,fixed_orientation,fixed_temperature_K,endpoint,pair_index,chemical_seed,velocity_seed,level_a_value,level_b_value,paired_difference_b_minus_a,status
orientation,110_minus_100__T300,[110] - [100],,300,yield_0p2_GPa,2,20262843,20260903,1.5083402955664227,9.980053932275473,8.47171363670905,resolved
orientation,110_minus_100__T300,[110] - [100],,300,yield_0p2_GPa,3,20264861,20260907,1.2780296874545456,8.45260244865894,7.174572761204394,resolved
orientation,110_minus_100__T300,[110] - [100],,300,uts_GPa,1,20260825,20260901,4.3097389999999995,9.737668,5.427929,resolved
orientation,110_minus_100__T300,[110] - [100],,300,uts_GPa,2,20262843,20260903,4.31397,10.30399,5.99002,resolved
orientation,110_minus_100__T300,[110] - [100],,300,uts_GPa,3,20264861,20260907,4.358695999999999,9.192012,4.833316000000001,resolved
orientation,110_minus_100__T300,[110] - [100],,300,strain_at_uts,1,20260825,20260901,0.09445,0.10445,0.009999999999999995,resolved
orientation,110_minus_100__T300,[110] - [100],,300,strain_at_uts,2,20262843,20260903,0.11245000000000001,0.11045,-0.0020000000000000018,resolved
orientation,110_minus_100__T300,[110] - [100],,300,strain_at_uts,3,20264861,20260907,0.10945,0.10345,-0.006000000000000005,resolved
orientation,110_minus_100__T300,[110] - [100],,300,work_to_20pct_GJ_m3,1,20260825,20260901,0.541021910527,1.0245677738095003,0.48354586328250027,resolved
orientation,110_minus_100__T300,[110] - [100],,300,work_to_20pct_GJ_m3,2,20262843,20260903,0.5472006035505,1.045183231422,0.49798262787149994,resolved
orientation,110_minus_100__T300,[110] - [100],,300,work_to_20pct_GJ_m3,3,20264861,20260907,0.5339445394589,1.1195921031911,0.5856475637322001,resolved
orientation,111_minus_100__T300,[111] - [100],,300,tangent_modulus_GPa,1,20260825,20260901,47.41613317166865,108.04375484162988,60.62762166996123,resolved
orientation,111_minus_100__T300,[111] - [100],,300,tangent_modulus_GPa,2,20262843,20260903,67.351065547514,75.42069052100841,8.069624973494413,resolved
orientation,111_minus_100__T300,[111] - [100],,300,tangent_modulus_GPa,3,20264861,20260907,66.2259042407267,100.36074242534295,34.13483818461624,resolved
orientation,111_minus_100__T300,[111] - [100],,300,yield_0p2_GPa,1,20260825,20260901,4.066676631558961,1.5551112292991436,-2.5115654022598175,resolved
orientation,111_minus_100__T300,[111] - [100],,300,yield_0p2_GPa,2,20262843,20260903,1.5083402955664227,9.5075481803223,7.999207884755877,resolved
orientation,111_minus_100__T300,[111] - [100],,300,yield_0p2_GPa,3,20264861,20260907,1.2780296874545456,1.699415012172875,0.42138532471832946,resolved
orientation,111_minus_100__T300,[111] - [100],,300,uts_GPa,1,20260825,20260901,4.3097389999999995,9.096037,4.786298000000001,resolved
orientation,111_minus_100__T300,[111] - [100],,300,uts_GPa,2,20262843,20260903,4.31397,9.590459,5.276488999999999,resolved
orientation,111_minus_100__T300,[111] - [100],,300,uts_GPa,3,20264861,20260907,4.358695999999999,8.731663000000001,4.372967000000002,resolved
orientation,111_minus_100__T300,[111] - [100],,300,strain_at_uts,1,20260825,20260901,0.09445,0.12144999999999999,0.026999999999999982,resolved
orientation,111_minus_100__T300,[111] - [100],,300,strain_at_uts,2,20262843,20260903,0.11245000000000001,0.12845,0.016,resolved
orientation,111_minus_100__T300,[111] - [100],,300,strain_at_uts,3,20264861,20260907,0.10945,0.11445000000000001,0.0050000000000000044,resolved
orientation,111_minus_100__T300,[111] - [100],,300,work_to_20pct_GJ_m3,1,20260825,20260901,0.541021910527,1.0958936760050002,0.5548717654780002,resolved
orientation,111_minus_100__T300,[111] - [100],,300,work_to_20pct_GJ_m3,2,20262843,20260903,0.5472006035505,1.0901276818595,0.542927078309,resolved
orientation,111_minus_100__T300,[111] - [100],,300,work_to_20pct_GJ_m3,3,20264861,20260907,0.5339445394589,1.067214669351,0.5332701298921001,resolved
orientation,111_minus_110__T300,[111] - [110],,300,tangent_modulus_GPa,1,20260825,20260901,83.82325030769364,108.04375484162988,24.220504533936236,resolved
orientation,111_minus_110__T300,[111] - [110],,300,tangent_modulus_GPa,2,20262843,20260903,87.86535255204066,75.42069052100841,-12.444662031032252,resolved
orientation,111_minus_110__T300,[111] - [110],,300,tangent_modulus_GPa,3,20264861,20260907,71.79787153229292,100.36074242534295,28.562870893050032,resolved
orientation,111_minus_110__T300,[111] - [110],,300,yield_0p2_GPa,1,20260825,20260901,9.106452124527454,1.5551112292991436,-7.551340895228311,resolved
orientation,111_minus_110__T300,[111] - [110],,300,yield_0p2_GPa,2,20262843,20260903,9.980053932275473,9.5075481803223,-0.47250575195317346,resolved
orientation,111_minus_110__T300,[111] - [110],,300,yield_0p2_GPa,3,20264861,20260907,8.45260244865894,1.699415012172875,-6.753187436486065,resolved
orientation,111_minus_110__T300,[111] - [110],,300,uts_GPa,1,20260825,20260901,9.737668,9.096037,-0.6416309999999985,resolved
orientation,111_minus_110__T300,[111] - [110],,300,uts_GPa,2,20262843,20260903,10.30399,9.590459,-0.7135310000000015,resolved
orientation,111_minus_110__T300,[111] - [110],,300,uts_GPa,3,20264861,20260907,9.192012,8.731663000000001,-0.460348999999999,resolved
orientation,111_minus_110__T300,[111] - [110],,300,strain_at_uts,1,20260825,20260901,0.10445,0.12144999999999999,0.016999999999999987,resolved
orientation,111_minus_110__T300,[111] - [110],,300,strain_at_uts,2,20262843,20260903,0.11045,0.12845,0.018000000000000002,resolved
orientation,111_minus_110__T300,[111] - [110],,300,strain_at_uts,3,20264861,20260907,0.10345,0.11445000000000001,0.01100000000000001,resolved
orientation,111_minus_110__T300,[111] - [110],,300,work_to_20pct_GJ_m3,1,20260825,20260901,1.0245677738095003,1.0958936760050002,0.07132590219549995,resolved
orientation,111_minus_110__T300,[111] - [110],,300,work_to_20pct_GJ_m3,2,20262843,20260903,1.045183231422,1.0901276818595,0.04494445043750006,resolved
orientation,111_minus_110__T300,[111] - [110],,300,work_to_20pct_GJ_m3,3,20264861,20260907,1.1195921031911,1.067214669351,-0.05237743384009996,resolved
orientation,110_minus_100__T1200,[110] - [100],,1200,tangent_modulus_GPa,1,20260825,20260901,62.47121930372147,94.35784594957981,31.886626645858342,resolved
orientation,110_minus_100__T1200,[110] - [100],,1200,tangent_modulus_GPa,2,20262843,20260903,72.82509511312432,52.567424873949555,-20.257670239174765,resolved
orientation,110_minus_100__T1200,[110] - [100],,1200,tangent_modulus_GPa,3,20264861,20260907,52.701573639375724,84.88656809049932,32.1849944511236,resolved
orientation,110_minus_100__T1200,[110] - [100],,1200,yield_0p2_GPa,1,20260825,20260901,0.5241276474097719,0.18823216423912753,-0.3358954831706444,resolved
orientation,110_minus_100__T1200,[110] - [100],,1200,yield_0p2_GPa,2,20262843,20260903,0.20439349028451714,0.17950672882062219,-0.024886761463894957,resolved
orientation,110_minus_100__T1200,[110] - [100],,1200,yield_0p2_GPa,3,20264861,20260907,0.19855921089706116,0.4073261102737662,0.20876689937670503,resolved
orientation,110_minus_100__T1200,[110] - [100],,1200,uts_GPa,1,20260825,20260901,3.256458,7.337967000000001,4.0815090000000005,resolved
orientation,110_minus_100__T1200,[110] - [100],,1200,uts_GPa,2,20262843,20260903,3.3142139999999998,7.850332999999999,4.536118999999999,resolved
orientation,110_minus_100__T1200,[110] - [100],,1200,uts_GPa,3,20264861,20260907,3.096537,6.970456999999999,3.8739199999999987,resolved
orientation,110_minus_100__T1200,[110] - [100],,1200,strain_at_uts,1,20260825,20260901,0.10245,0.09445,-0.007999999999999993,resolved
orientation,110_minus_100__T1200,[110] - [100],,1200,strain_at_uts,2,20262843,20260903,0.09445,0.09545,0.000999999999999987,resolved
orientation,110_minus_100__T1200,[110] - [100],,1200,strain_at_uts,3,20264861,20260907,0.08345,0.09445,0.01100000000000001,resolved
orientation,110_minus_100__T1200,[110] - [100],,1200,work_to_20pct_GJ_m3,1,20260825,20260901,0.3672633057735,0.6293190840210001,0.2620557782475001,resolved
orientation,110_minus_100__T1200,[110] - [100],,1200,work_to_20pct_GJ_m3,2,20262843,20260903,0.3956755868080001,0.74814014776,0.35246456095199996,resolved
orientation,110_minus_100__T1200,[110] - [100],,1200,work_to_20pct_GJ_m3,3,20264861,20260907,0.3670761890416,0.7813022800947,0.41422609105310004,resolved
orientation,111_minus_100__T1200,[111] - [100],,1200,tangent_modulus_GPa,1,20260825,20260901,62.47121930372147,143.78213786606332,81.31091856234185,resolved
orientation,111_minus_100__T1200,[111] - [100],,1200,tangent_modulus_GPa,2,20262843,20260903,72.82509511312432,87.8508201809955,15.025725067871178,resolved
orientation,111_minus_100__T1200,[111] - [100],,1200,tangent_modulus_GPa,3,20264861,20260907,52.701573639375724,119.53851096758703,66.8369373282113,resolved
orientation,111_minus_100__T1200,[111] - [100],,1200,yield_0p2_GPa,1,20260825,20260901,0.5241276474097719,0.27142941992781255,-0.25269822748195936,resolved
orientation,111_minus_100__T1200,[111] - [100],,1200,yield_0p2_GPa,2,20262843,20260903,0.20439349028451714,1.0466472315788893,0.8422537412943721,resolved
orientation,111_minus_100__T1200,[111] - [100],,1200,yield_0p2_GPa,3,20264861,20260907,0.19855921089706116,0.48366306227930245,0.28510385138224126,resolved
orientation,111_minus_100__T1200,[111] - [100],,1200,uts_GPa,1,20260825,20260901,3.256458,6.851344,3.5948860000000002,resolved
orientation,111_minus_100__T1200,[111] - [100],,1200,uts_GPa,2,20262843,20260903,3.3142139999999998,7.2277059999999995,3.9134919999999997,resolved
orientation,111_minus_100__T1200,[111] - [100],,1200,uts_GPa,3,20264861,20260907,3.096537,6.9827520000000005,3.8862150000000004,resolved
orientation,111_minus_100__T1200,[111] - [100],,1200,strain_at_uts,1,20260825,20260901,0.10245,0.09945,-0.0030000000000000027,resolved
orientation,111_minus_100__T1200,[111] - [100],,1200,strain_at_uts,2,20262843,20260903,0.09445,0.10545,0.010999999999999996,resolved
orientation,111_minus_100__T1200,[111] - [100],,1200,strain_at_uts,3,20264861,20260907,0.08345,0.10445,0.021000000000000005,resolved
orientation,111_minus_100__T1200,[111] - [100],,1200,work_to_20pct_GJ_m3,1,20260825,20260901,0.3672633057735,0.7478078458830001,0.38054454010950006,resolved
orientation,111_minus_100__T1200,[111] - [100],,1200,work_to_20pct_GJ_m3,2,20262843,20260903,0.3956755868080001,0.73112138199,0.3354457951819999,resolved
orientation,111_minus_100__T1200,[111] - [100],,1200,work_to_20pct_GJ_m3,3,20264861,20260907,0.3670761890416,0.7955770276585,0.4285008386169,resolved
orientation,111_minus_110__T1200,[111] - [110],,1200,tangent_modulus_GPa,1,20260825,20260901,94.35784594957981,143.78213786606332,49.42429191648351,resolved
orientation,111_minus_110__T1200,[111] - [110],,1200,tangent_modulus_GPa,2,20262843,20260903,52.567424873949555,87.8508201809955,35.28339530704594,resolved
orientation,111_minus_110__T1200,[111] - [110],,1200,tangent_modulus_GPa,3,20264861,20260907,84.88656809049932,119.53851096758703,34.651942877087706,resolved
orientation,111_minus_110__T1200,[111] - [110],,1200,yield_0p2_GPa,1,20260825,20260901,0.18823216423912753,0.27142941992781255,0.08319725568868502,resolved
orientation,111_minus_110__T1200,[111] - [110],,1200,yield_0p2_GPa,2,20262843,20260903,0.17950672882062219,1.0466472315788893,0.867140502758267,resolved
orientation,111_minus_110__T1200,[111] - [110],,1200,yield_0p2_GPa,3,20264861,20260907,0.4073261102737662,0.48366306227930245,0.07633695200553625,resolved
orientation,111_minus_110__T1200,[111] - [110],,1200,uts_GPa,1,20260825,20260901,7.337967000000001,6.851344,-0.4866230000000007,resolved
orientation,111_minus_110__T1200,[111] - [110],,1200,uts_GPa,2,20262843,20260903,7.850332999999999,7.2277059999999995,-0.6226269999999996,resolved
orientation,111_minus_110__T1200,[111] - [110],,1200,uts_GPa,3,20264861,20260907,6.970456999999999,6.9827520000000005,0.012295000000001721,resolved
orientation,111_minus_110__T1200,[111] - [110],,1200,strain_at_uts,1,20260825,20260901,0.09445,0.09945,0.0049999999999999906,resolved
orientation,111_minus_110__T1200,[111] - [110],,1200,strain_at_uts,2,20262843,20260903,0.09545,0.10545,0.010000000000000009,resolved
orientation,111_minus_110__T1200,[111] - [110],,1200,strain_at_uts,3,20264861,20260907,0.09445,0.10445,0.009999999999999995,resolved
orientation,111_minus_110__T1200,[111] - [110],,1200,work_to_20pct_GJ_m3,1,20260825,20260901,0.6293190840210001,0.7478078458830001,0.11848876186199997,resolved
orientation,111_minus_110__T1200,[111] - [110],,1200,work_to_20pct_GJ_m3,2,20262843,20260903,0.74814014776,0.73112138199,-0.017018765770000055,resolved
orientation,111_minus_110__T1200,[111] - [110],,1200,work_to_20pct_GJ_m3,3,20264861,20260907,0.7813022800947,0.7955770276585,0.014274747563799983,resolved
